date,inkabet-Amazonas,isPartial,inkabet-Apurímac,inkabet-Arequipa,inkabet-Ayacucho,inkabet-Cajamarca,inkabet-Callao,inkabet-Cuzco,inkabet-Departamento de Lima,inkabet-Huancavelica,inkabet-Huánuco,inkabet-Ica,inkabet-Junín,inkabet-La Libertad,inkabet-Lambayeque,inkabet-Loreto,inkabet-Madre de Dios,inkabet-Moquegua,inkabet-Pasco,inkabet-Piura,inkabet-Puno,inkabet-San Martín,inkabet-Tacna,inkabet-Tumbes,inkabet-Ucayali,inkabet-Áncash
2020-03-29,0,False,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-05,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-12,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
2020-04-19,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-26,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-03,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-10,0,False,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0
2020-05-17,0,False,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-24,0,False,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-31,0,False,0,5,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-07,0,False,0,7,0,0,10,29,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,14
